oid,text,category
77435832,идешь кромке ледника лет дня рождения михаила хергиани вершине владимир высоцкий михаилу хергиани идешь кромке ледника взгляд отрывая вершины горы спят вдыхая облака выдыхая снежные лавины сводят глаз тебе покой обещан предостерегая всякий камнепадом оскалом трещин горы знают пришла беда дымом затянуло перевалы отличал разрывов горные обвалы помощи просил громким эхом отзывались скалы ветер ущельям разносил эхо гор радиосигналы шел бой перевал врагом замечен каждый камень грудью прикрывал скалы сами подставляли плечи ложь умный горы пойдет пошел поверил слухам мягчал гранит таял лед туман ног стелился пухом вечный снег навеки ляжешь тобою близким наклонятся горные хребты самым прочным мире обелиском откроем классификатор маршрутов района безенги имена достойные имена среди которых м хергиани гестола северной стене б год м хергиани шхара му кф ребра б год м хергиани шхара стене год каждую осень заканчивался спортивный сезон михаил хергиани собирал свои награды шел перевал сванетию дом отца выкладывал стол свои спортивные награды говоря отцу это тебе сделал таким это твое достойный великий человек альпинист мира который жизни удостоен звания тигр скал альпинистском сообществе принято говорить михаил родился марта года прошлом году общаясь родственниками михаила хергиани дома музея учтиво поправили михаил родился марта достойного человека вспоминают часто день рождения длится несколько дней распорядилась жизнь памяти которая является особым свойством человеческого бытия которое противостоит времени уводит размышления вечном сохраним память михаиле хергиани заложим веках передовая одного поколения последующим вечная память великому альпинисту человеку которому юрий визбор посвятил следующие строки девиз назад шагу стена высокая крута профессия отвага призванье высота прожить знав сомненья высокой песней среди дня ставил горы колени пред ними голову склоня дальше тумане весь двадцатый век ах миша миша хергиани неповторимый человек читать книгу мирон хергиани тигр скал москва советский писатель г перевод грузинского камилы коринтэли виртуальный тур дом музей михаила хергиани местиа грузия автор михаил голубев,extreme
336741517,подписывайтесь самое лучшее группе паблик посвящен лучшему бойцу смешанных единоборств современности конору макгрегору спорт зима февраль москва,martial_arts
988540723,хабиб нурмагомедов раскрыл планы ислама махачева считаю ислам должен драться титул конца года этому времени вернется бенил дариуш выиграет бой следующем году исламом могут подраться титул вижу это ислама серия десяти побед имеет лучшую серию данный момент чарльза оливейры десять побед камару усмана ислама опережает боец который является лучшим бойцом мире вне зависимости веса остальные семьсот бойцов ростере отстают поэтому должен следующим драться титул орел утверждает данный план совпадает планами организации ислама махачева несколько дней назад встречались дана уайтом сказал ислам победит бобби грина конце года планируют свести победителем титульного поединка чарльзом оливейрой джастином гэйтжи дана сказал планируют провести большое шоу абу даби думаю именно ислам драться чемпионский пояс также экс чемпион поделился своим мнением предстоящем титульном поединке чарльзом оливейрой джастином гэйтжи которые встретятся мая скажу выиграет джастин гэйтжи люди скажут это дрался победил выиграет чарльз оливейра серия одиннадцати побед ислама десять побед подряд это новое противостояние легкого дивизиона очень хочу увидеть бой сильно удивлюсь джастин гэйтжи выиграет огромный опыт умеет сильно бить побить гэйтжи нужно финишировать чарльз сможет победить досрочно проиграет,martial_arts
139386623,топовые кроссовки баскетбола любимых игроков лет выполнили заказов,basketball
92405418,общем несколько слов ситуации последних новостях трансферном рынке формулы какие свободные места формуле могут потенциально освободиться место ожидается место уйдет гасли это неточно место мика шумахера уволят место уволят латифи какие гонщики вращаются рыночной ситуации пьер гасли переход остается мик шумахер сватают ник де врис сразу сватают решение тото вольффа джек дуэн сватают логан сарджент придет ник де врис уйдет латифи антонио джовинацци сватают первую очередь нико хюлкенберг ряд сми утверждает заменит мика шумахера американский пилот колтон херта переходом выпал претендентов ситуации баллами суперлицензи доктор хельмут марко отметил это абсурд формула недооценивает роль американских гонщиков системе пришел макс дальше запасаемся поп корном просто ожидаем новостей вижу смысла обсуждать слухи переговоры везде продолжаются возможен вариант вообще посадят джека дуэна никаких перестановок забывайте контракт пьера гасли официально продлили объявили нем неустойку ради де вриса поэтому платить будут ник крылом честно очень понимаю тото вольфу просто отпускать свободное плавание конкурентам посадить логичным ник четко дал интервью переход формулу зависит т е это переговоры тото других больших боссов,autosport
645562129,дорогие атлеты регистрация дистанция закрывается досрочно сегодня сентября достижению лимитов участников,athletics
466833200,награждение победителем номинации лучший игрок команды стала ангелина белканова вк импульс получила приз подарочный сертификат сеанс профилактического массажа спины поздравляем подробнее адрес ленина фото артем третьяков,volleyball
960682626,читаем пост конца сегодня августа полеты параплане пирогово мотопараплане приглашаем желающих строго предварительной записи количество мест ограничено запись телефону приехали запахом алкоголя полете отказано телефон связи резервный одежда кофта штаны нормальные полноценные штаны драных коленок длинные кроссовки пожалуйста подходите делайте фото авиационной техники противном случае нам откажут аэродроме придется летать км ижевска аэродроме работают вертолеты санавиации подходить строго запрещено,extreme
456256906,это стоит посмотреть воспитанников сшор самотлор павла олисова алексея кисилицу также тренера дмитрия александрова пригласили прямой эфир телеканала югра ведущие хотят расспросить спортсменов удалось завоевать место первенстве урфо пляжному волейболу высочайшей конкуренции судя формату программы разговор пойдет спорте других пристрастиях увлечениях ребят пропустите июня утра настраивайте свои телевизионные приемники телеканал югра заряжайтесь победным духом наших спортсменов югра урфо самотлор волейбол сшорсамотлор,volleyball
611637936,гонщик формулы фернандо алонсо джерси канадиенс гран канады которое проходит монреале,autosport
729673830,намечается жара предварительном списке участников второго этапа дрифт юг пилота команды это предел кого будете болеть стартуем завтра дрифтюг дрифтинг дрифт рдсюг юг,autosport
336741517,подписывайтесь самое лучшее группе паблик посвящен лучшему бойцу смешанных единоборств современности конору макгрегору спорт зима январь москва,martial_arts
421579134,местная теннисистка кори гауфф легко обыграла соотечественницу мэдисон киз счетом вышла четвертый круг открытом чемпионате сша далее сыграет чжан шуай,tennis
704972525,мотогонки льду личный чемпионат россии финал г каменск уральский стадион металлург начало соревнований мск местн времени президент жюри игорь дмитриев тольятти гл судья вячеслав гладченко салават сп комиссар валерий войниченко новосибирск,motosport
606886336,мотоспорт начало прямой трансляции трансляция доступна ссылкам круглосуточный эфирный телеканал канал видео торрент тв запись трансляции онлайн скачать комментатор сергей сухоруков,motosport
194359403,нападающий атланта иван сабунин прокомментировал итоги повторной встречи против динамо спб вместе провели работу ошибками вчерашней игры сегодня хотели победить настроены победу сожалению нам немного повезло хочу поблагодарить наших болельщиков которые будний день смогли поддержать сегодня ходу матча хватило достичь хотя ничьи наверное хватило реализации моментов немного улучшить игру неравных составах обязательно получится следующая игра против ска варяги какие ожидания приезжаем другую арену победой будем цеплять четыре очка,hockey
217409812,федерер надаль подтвердили свое участие роджер федерер рафаэль надаль объявили участии кубке лэйвера причем составе одной команды турнир пройдет лондоне сентября,tennis
930446319,технические записи матчей двенадцатого игрового дня германия франция япония словения сербия австралия италия китай сша польша болгария бразилия,volleyball
433461909,баньяйя сход квартараро изменил мою стратегию фабио квартараро выбыл борьбы первом круге гонки гп арагона столкнулся задним колесом марка маркеса третьем повороте главный соперник борьбе чемпионский титул франческо баньяйя финишировал вторым проиграв битву победу энеа бастианини последнем круге пекко отыграл невероятные очков сократив отставание лидера чемпионата очков конца сезона гонок зная победе квартараро баньяйя решил менять тактику подход гонке франческо изначально планировал слишком агрессивно биться бастианини будущий товарищ команде окажется впереди последнем круге искренне говоря это изменило мою стратегию стратегия заключалась задать темп наладить связь мотоциклом начале заезда чувствовал зацеп таким сохранял спокойствие просто максимально мягок разгонах затем начал атаковать немного знал энеа ситуации поборется мной фабио энеа одинаковый гоночный темп судя свободным практикам поэтому заранее понимал энеа попытается обогнать сегодня очень важно совершить никаких ошибок фабио повезло дал нам огромную возможность отыграть очков последнем круге очень важно закончить гонку видел чувствовал энеа слишком близок ко просто пытался расслабиться сохранять спокойствие решил обгонит буду рисковать просто закончу гонку наилучшим образом допустил ошибку попытался вернуть лидерство победы гран сан марино пекко заявил начнет думать чемпионском титуле отставание квартараро сократится крайней мере очков сегодня произошло баньяйя сказал считать претендентом титул равно постарается зацикливаться очевиднее близки очков близко лидеру чемпионата начала сезона буду думать чемпионате особо основном буду думать своей работе уверен можем очень конкурентоспособны постараюсь работать это делали сегодняшнего дня,motosport
868970032,новые снг кастомки профессионалов своего дела каждую неделю будем проводить кастомки возможностью квала большой ивент вначале месяца топ дуэта каждой кастомки проходить большой инвент который проходить каждую первую неделю месяца числа проведем несколько кастомок призовым р ссылки сервер комментариях,esport
557730405,клэя томпсона разрыв передней крестообразной связки разрыв ахиллова сухожилия затем набирал среднем очков игру выиграл чемпионат нба невероятная история возвращения,basketball
694176212,экстрим события соревнования боулдерингу новом зале клуба пробовали заниматься скалолазанием хотите познакомиться этим экстремальным видом спорта поближе попали адресу скоро открытие нового боулдерингового зала честь грандиозного открытия проводим фестиваль можете посмотреть зрелищное скалолазе стороны поболеть сильнейших спортсменов страны проникнуться заряжающей атмосферой спорта попробовать полазать самим подробнее боулдеринговый фестиваль около х участников всей россии приедут побороться кубок фестиваля самые сильные скалолазы возрастов уровней подготовки большое комьюнити людей которые разделяют драйв экстрим соревновательный настрой фестиваль профессионалов смело могут участвовать скалолазы уровней новички разделение группам ограничение возрасту площадь нового зала м это раза предыдущего зала открытие заказано большое количество новых рельефов зацеп макросов поэтому трассы будут зрелищными интересными получится крутых соревнований крутых трасс поэтому собрали лучшую команду подготовщиков трасс артем соломин дима тимофеев приедут нам питера ребята давно зарекомендовали опытные подготовщики костя гунько прилетит воронежа накрутить трассы фестиваля опыте подготовка российских мировых стартов лучший сеттер москвы андрей ведищев поэтому ожидаем самые интересные трассы крутые движения антон батовкин приедет минска закрутить стены скалодрома трассами очень ждем время фестиваля будем проводить различные конкурсы разыграть дополнительные призы движение постоянно квалификационных сетов толпы трассами каждый смог выбрать подходящий временной слот полуфинал финал настоящих соревнованиях крутой ведущий свет музыка одним словом зрелищное лазание крутая атмосфера афтепати награждение фуршет ивент холле супер локацией около вейк парка это лучшие фотографы сфере экстрим фото присоединятся фестивалю подарить кучу запечатленных эмоций красивых снимках приглашенные звезды мероприятия рустам гельманов динара фахритдинова легенды мирового российского скалолазания возможность познакомиться ребятами лично послушать лекции научиться чему новому задать вопросы партнеры фестиваля спорт марафон день сурка думаете стоит приходить регистрироваться стоит жарко приглашаем февраля адресу новоостаповская регистрация фестиваль,extreme
692130106,топовые баскетбольные товары супер расцветки баскетбольных джерси супер низкие цены супер качество,basketball
799379709,тяжелый разговор камилом гаджиевым целиком расула мирзаева автор интервью александр лютиков видео инстаграм камила гаджиева атаковали люди которые ждут возвращения расула мирзаева расул предал поднимется контракт мирзаева аса прав споре копейки дерусь сколько камил платил расулу бои начались унизительные торги мирзаев уходил камил считает расула увели имени разогнать карьеры молодых чеченцев история иваном агафоновым образ жизни расула время слушать хотел отлавливал клубам расул перестал развиваться тех пор стал популярным лето года расула мирзаева победа будущим бойцом канехарой контракт встреча агафоновым утро смерти ивана агафонова расул позвонил сказал ударил парня говорят умер защищали мирзаева родители агафонова взяли деньги защиту расула мирзаева дал деньги сагид муртазалиев олимпийский чемпион находящийся международном розыске почему ситуации рубились расула волнения митинги дела расула жалеет расул мирзаев нападении расула декабря года менеджер шлеменко подписал мирзаева достиг расул америке это просто смешно сколько расул заработал боями последние года единственная встреча камила расулом это время расул хотел команде хабиба расул хотел большего внимания причины ухода мирзаеву хотели запретить драться москве выхода тюрьмы,martial_arts
519393417,продам укажите покупаете укажите продаете патчи укажите обмениваете патчи опишите свой товар патчи р шт наличии неограниченном количестве возможно изготовление заказ любое ваше изображение магазинов доступны оптовые условия подробные фото каждого отдельно альбоме новороссийск пересыл отзывы моей работе продажах продаю привода попроще немного снаряги мое команды главный барыга обращайтесь лс спасибо внимание всем круглого шара честного противника местонахождение новороссийск наличие пересыла наличии пересыла фото публикуем цена петр козловский,extreme
413670930,продам укажите продаете навигатор опишите свой товар часы оригинал забиваешь координаты прям часах идешь нужную точку ведут очень точно огромное количество функций настроек барометр термометр альтиметр компас связь пк запи треков куча тренировок аккумулятор огромной емкости водонепроницаемые зарядка комплекте пульсометра рублей пульсометром рублей краснодар пересылаемо местонахождение краснодар наличие пересыла наличии пересыла фото публикуем цена влад зелентсов,extreme
974417010,илона алеева женский волейбол развивается разваливается экс капитан волейбольного клуба искра рассказала почему ушла спорта ноябре прошлого года расформирование волейбольной команды искра одночасье изменило жизни двух десятков спортсменов сумел найти новый клуб уехал самарской области вообще ушел спорта числе летняя связующая илона алеева которая несколько последних лет капитаном команды подробнее,volleyball
949858220,мотоспорт гонка начало прямой трансляции трансляция доступна ссылкам круглосуточный эфирный телеканал видео торрент тв запись трансляции онлайн скачать комментатор сергей сухоруков,motosport
708186121,официально марк рока перешел лидс юнайтед баварии сумма трансфера млн евро бонусы контракт июня года,football
241306824,всем спорт делисьбегом бег бег зож люберцытерриторияспорта,athletics
900506605,всем привет вами команда занимаемся игровыми рулями разными ценовыми категориями б новыми выгодным ценам интересно гонять трекам дрифтить парковках онлайн играх ездить грузовике рейсе просто подучится сдаче права заходите нам телеграмм магазин увидите наличии заказ возможно такие варианты оплата авито доставку личная встреча полная предоплата отзывов этому нам доверяют достаточное количество людей ждем,extreme
699350627,коллеги помните ноябре нашем сообществе совместно игрологией тесера тейблтопия проходил конкурс создание компанейских детективных настольных игр нового проекта подано целых проекта россии украины беларуси тяжело выбрать лучшие игры готовы подвести итоги место пароль мории ярослава кустова патигейм группу гномов забывших слово пароль мории место квадратиш савенкова игре участники одновременно придумывают слова подходящие описание получают очки оригинальность скорость место жребий брошен хозеева игра игроков каждый которых возглавит влиятельную семью закате римской республики портал дорабатывается нем появилось игр фнкционала разработчиков ранний доступ получить написав,boardgames
391708030,упражнения сильного пресса время бега сильный пресс увеличивает стабильность мышц ваших бедер таза колен результат уменьшение нагрузки мышцы соединительные ткани значит уменьшается травматичность кроме благодаря тому сильные брюшные мышцы минимизируют лишние движения суставах ваш шаг становится эффективным это означает можете бежать дольше быстрее бег спорт зож офп всембег пробежка старт,athletics
668998218,леброн джеймс субботу планирует сыграть матче полулюбительской джеймс должен выступить впервые года нба локаут основана году игры проводятся лос анджелесе матчах играли кобе брайант пол пирс крис пол айзейя томас метта уолд пис джон уолл ник янг многие другие звезды нба,basketball
38650222,коллеги традиционно объявляем очередной гильдейский настольныйсубботник грани аналогии индустрией компьютерных игр это предложение субботам течение дня выкладывать комментарии посту фото своих разработок кратким описанием ответ выложенное другими интересоваться советовать предлагать сотрудничество просто ставить лайки рассказывайте работаете,boardgames
210734516,перпендикулярная вселенная новогоднем ахмете наш фотограф саша словил очень интересный ракурс стоя перегибом скалы места наслаждаться картиной люди бегают скале ногами залетают внутрь скалы вылетают катаются базовым веревкам зиплайну живут плоскости вообще жизнь возле большой скалы очень отличается нашей привычной наверное поэтому любим туда заглядывать это сами можете проверить ближайшая поездка ахмет прыжки метров начале мая долго думать стоит мест осталось мало,extreme
686416229,беговые упражнения любителей бега бег спорт бнговыеупражнения всембег легкаяатлетика,athletics
332983824,майкл джордан дважды уходил баскетбола майкл джордан ушел баскетбола году затем стал совладельцем баскетбольной франшизы также президентом баскетбольной франшизы затем вернулся баскетбол году ушел отставку году,basketball
193966605,продаже одна игра серии веселыми иллюстрациями животные набор совмещать другими коробками играть стало интереснее знаком игрой кратко объясняем суть кооперативная игра которой нужно действовать совместно столе карт впереди раундов секретный персонаж которого должны угадать знает герой искомый игрок должен помочь остальным отыскать помощь игрокам заключается выкладывании карт руки карта разыграна вертикально значит секретного персонажа общее горизонтально наоборот остальные игроки каждой разыгранной карты вместе решают какую какие карты хотят убрать победите столе останется одной карты кроме секретной решите выкинуть засчитается поражение выпущенная серия игр также планируем выпустить русском языке дикие животные исторические личности году сроки уточним позднее новинка,boardgames
61071611,шлеменко сделал неожиданное заявление поводу карьеры волкова российский боец смешанного стиля александр шлеменко высказался относительно досрочного поражения александра волкова поединке томом аспиналлом лондоне экс чемпион согласен распространенным мнением карьере российского тяжеловеса поставлен крест вообще показал жалко думал приберет англичанина взвешивании уверенный впервые жизни зал настроен против саши это сбило подломило припомню карьере такие бои жесткий гул также долго разгоняется соперник этим воспользовался пока саша успел разогнаться аспиналл перехитрил аспектах говорят карьера закончена скажу жестко жестко саша ехал недооценке чаще люди недооценивали думали такого худой парень длинный особенного выйдем сломаем ломали ломали ломается саша поздоровел стал улыбаться стал уверенным люди стали готовиться нему вернуться нужно изменить настрой,martial_arts
312888017,июня южной корее пройдет первый международный турнир самбо боевому самбо призы мсмк самбо чемпиона первенства ссср года первенства мира года члена наблюдательного совета международной академии боевого самбо виктора лапкина виктор викторович лапкин долгое время главным тренером сборной южной кореи самбо является обладателем почетного звания заслуженный тренер южной кореи награжден благодарственным письмом международной федерации самбо большой вклад развитие самбо мире отметим виктор викторович внес свой вклад развитие боевого самбо россии начале х снимался известной весь мир энциклопедии боевого самбо пройдет республике южная корея среди детей среди взрослых спортсменов дети померяются силами спортивном самбо взрослые боевом,martial_arts
900952227,дорогие любители бега продолжаем наш мотивационо беговой проект бегжизнь делисьбегом публикации присылайте ваши беговые фото комментарии этому посту своим зарядом беговой энергии делятся участники нашей группы александр серяков баринов шремф фролов анисимов федотова байда балаян комаров скосарева ротарь спасибо превосходный бег дорогие друзья легкости ногах огня сердце новых беговых побед забег спорт зож всембег беганутые наспорте легкаяатлетика,athletics
962542607,месяц ровно месяц остался старта самого взрывного забега почему взрывного дистанция забега составляет метров уклоном градусов это значит включиться нужно самого начала очень радостная новость тех кому нравятся забеги короткие расстояния метров буквально спринт пробежать молниеносно прикрепленной услуге можете выбрать самый подходящий вариант участия индивидуальный забег показать свои способности эстафета покорения вершин вместе командой мая года г нижний тагил спортивный комплекс аист ул долгая д думаете счет участия какие сомнения делитесь комментариях забег забегекатеринбург европаазия,athletics
310358223,тренер давал советов пропускал беговую тренировку тренажерный зал хотел поговорить говорил должен выбросить посторонние мысли головы сфокусироваться работе сказал нужно найти предаст мотивацию вдохновение тренировках должен настоящему захотеть поставь цель добивайся мотивация ключ успеху это очень мудрый совет самом начале карьеры надеялся заработать достаточно денег родителям пришлось обеспечивать мамы стиральной машины ненавидела ручную стирку очень хотелось купить аппарат отец время ворчал деньгах это сильно раздражало однажды снова завел разговор счетах сказал верну каждый цент который потратили спринт марафон марафонец бег забег зож пробежка старт,athletics
415497137,продаже появились лесные тайны красивая игра прекраснейшие уголки природы семейная игра игровой процесс которой легкостью затянет волшебную прогулку лесу игровое поле собирается нескольких элементов разные партии будут отличаться друг друга ходу игры будете получать духов ценные разноцветные подарки разных видов побеждает первым соберет пять подарков правила прикрепляем посту новинки лесныетайны,boardgames
239478110,сегодня собой будут решать возьмет бронзовые медали дивизиона хотя математический шанс серебро это маловероятно львы вряд проиграют свой заключительный матч сезона команды битве подходят отличном настроение вчера добились побед оставили свои ворота неприкосновенности сегодняшней паре небольшое турнирное преимущество имеют хозяева данный момент опережает понедельник одно очко итоге достаточно медалей проиграть заключительном туре сезона кстати именно первом круге команды смогли выявить победителя матч закончился безголевой ничьей сегодня решит пойдет команда премьер лигу достаточно сегодня проиграть выполнимая задача хозяев вчера коллектив показал свой атакующий потенциал матче давно претендует давно побеждала туров подряд побед встрече гости явные аутсайдеры надеется сможет преподнести сенсацию кстати неофициальной информации гостей проблемы составом возможно сможет набрать нужное количество игроков матч надеемся матч состоится решается турнирное положение сразу трех команд львы вчера сыграли вечер матча обыграли айклаб разгромили перенесенной встрече импульс данный момент хозяева располагаются втором месте имеют шансы золотые медали нужно сегодня обыгрывать надеется поражения матче айклабом молодая армия провалила полностью сезон вчера коллектив прервал победную серию трех матчей проиграв счетом сегодня гости вряд смогут рассчитывать очки больно разный уровень команд особенно это видно матче первого круга львы устроили настоящий разгром сегодня трансляции,hockey
